,NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO
151500,2017,46068,3304,4,10022,4006,1,2510808,25,2
151501,2017,46068,3304,4,10022,4006,1,2510808,25,2
151502,2017,46068,3304,4,10022,4006,1,2510808,25,2
151503,2017,46068,3304,4,10022,4006,1,2510808,25,2
151504,2017,46068,3304,4,10022,4006,1,2510808,25,2
151505,2017,46068,3304,4,10022,4006,1,2510808,25,2
151506,2017,46068,3304,4,10022,4006,1,2510808,25,2
151507,2017,46068,3304,4,10022,4006,1,2510808,25,2
151508,2017,46068,3304,4,10022,4006,1,2510808,25,2
151509,2017,46068,3304,4,10022,4006,1,2510808,25,2
151510,2017,46068,3304,4,10022,4006,1,2510808,25,2
151511,2017,46068,3304,4,10022,4006,1,2510808,25,2
151512,2017,46068,3304,4,10022,4006,1,2510808,25,2
151513,2017,46068,3304,4,10022,4006,1,2510808,25,2
151514,2017,46068,3304,4,10022,4006,1,2510808,25,2
151515,2017,46068,3304,4,10022,4006,1,2510808,25,2
151516,2017,46068,3304,4,10022,4006,1,2510808,25,2
151517,2017,46068,3304,4,10022,4006,1,2510808,25,2
157754,2017,49071,1075,4,10022,4006,1,2507507,25,2
157755,2017,49071,1075,4,10022,4006,1,2507507,25,2
157756,2017,49071,1075,4,10022,4006,1,2507507,25,2
157757,2017,49071,1075,4,10022,4006,1,2507507,25,2
157758,2017,49071,1075,4,10022,4006,1,2507507,25,2
157759,2017,49071,1075,4,10022,4006,1,2507507,25,2
157760,2017,49071,1075,4,10022,4006,1,2507507,25,2
157761,2017,49071,1075,4,10022,4006,1,2507507,25,2
157762,2017,49071,1075,4,10022,4006,1,2507507,25,2
157763,2017,49071,1075,4,10022,4006,1,2507507,25,2
157764,2017,49071,1075,4,10022,4006,1,2507507,25,2
157765,2017,49071,1075,4,10022,4006,1,2507507,25,2
157766,2017,49071,1075,4,10022,4006,1,2507507,25,2
157767,2017,49071,1075,4,10022,4006,1,2507507,25,2
157768,2017,49071,1075,4,10022,4006,1,2507507,25,2
157769,2017,49071,1075,4,10022,4006,1,2507507,25,2
157770,2017,49071,1075,4,10022,4006,1,2507507,25,2
157771,2017,49071,1075,4,10022,4006,1,2507507,25,2
157772,2017,49071,1075,4,10022,4006,1,2507507,25,2
157773,2017,49071,1075,4,10022,4006,1,2507507,25,2
157774,2017,49071,1075,4,10022,4006,1,2507507,25,2
157775,2017,49071,1075,4,10022,4006,1,2507507,25,2
157776,2017,49071,1075,4,10022,4006,1,2507507,25,2
157777,2017,49071,1075,4,10022,4006,1,2507507,25,2
157778,2017,49071,1075,4,10022,4006,1,2507507,25,2
