,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
224894,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDBBCEDC""","""00111100""","""AEEDCDADBEBECEEEEECECCCACCB""","""990008111011000091019100110""",555,555,555,555,555,555,555,555,555,333,555,42.9,51,50,52.5,72,80,70,33,65,25,40.2,45.5,10,0,0,30,"""B""","""D""","""A""","""B""","""B""","""C""","""B""","""D""","""D"""
245385,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBADBEBD""","""00000101""","""BBBCBDCDBCBEEDDBDCCAECCDCCB""","""990108011011011190009101110""",555,555,555,555,555,333,555,555,333,333,333,44.6,39.4,25,61,71,75,70,51,75,45,46.3,54.5,0,0,0,0,"""B""","""D""","""A""","""A""","""C""","""B""","""D""","""D""","""C"""
273549,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDBDCEAB""","""00101110""","""EAADBDADBEBECEDDEEAAEBBDCEB""","""991008111011001091109011100""",555,555,555,555,555,555,555,555,333,333,555,47,49,50,47.5,46,50,45,49,65,45,46.3,54.5,0,0,0,0,"""D""","""C""","""A""","""A""","""A""","""A""","""E""","""C""","""D"""
306255,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDBBCEBC""","""00111100""","""BBDDCDADBACEEDECDEABECBBCCB""","""990008111001010091109110110""",555,555,555,555,555,555,555,555,555,555,555,50,60.4,50,76,83,55,90,69,65,70,46.5,50,26.7,50,0,30,"""B""","""D""","""B""","""A""","""B""","""C""","""A""","""B""","""D"""
363348,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECDBEEBC""","""01010100""","""ECDCEDCDBDBEBDECCEAAECBECCC""","""990118011011110091109110111""",555,555,555,555,555,333,555,555,333,333,333,56.1,50.3,37.5,69.5,68,80,65,71,75,70,58,68.2,0,0,0,0,"""C""","""D""","""B""","""A""","""B""","""C""","""B""","""D""","""D"""
377926,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABCEED""","""01011101""","""CBADBEADBBBCDDDAAEAEACBDCCB""","""991008111110011091119111110""",555,555,555,333,555,555,333,333,333,555,555,58,37.5,62.5,0,0,0,0,0,0,0,64.8,72.7,20,0,60,0,"""C""","""D""","""A""","""B""","""B""","""B""","""C""","""D""","""E"""
412393,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDDECEAB""","""10001110""","""CCACDDDDBCBEEBDBAEAAACBBCCC""","""991108011011001191109110111""",555,555,555,555,555,555,555,555,555,555,555,63.9,57.6,50,69,89,85,90,49,65,45,66,68.2,53.3,50,75,35,"""C""","""B""","""A""","""D""","""B""","""C""","""D""","""D""","""E"""
503009,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
503010,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
503011,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
